Temparature,Humidity,Moisture,Soil Type,Crop Type,Nitrogen,Potassium,Phosphorous,Fertilizer Name
23.0,42.1,32.7,Loamy,Maize,7.2,36.8,27.1,Urea
32.2,43.6,30.9,Red,Cotton,14.7,41.5,43.0,Urea
31.7,67.0,50.0,Clayey,Ground Nuts,35.6,8.9,23.7,28-28
28.0,60.9,30.1,Loamy,Ground Nuts,6.5,8.4,21.6,17-17-17
36.0,59.3,30.4,Sandy,Sugarcane,29.6,25.0,5.5,DAP
27.9,72.3,48.4,Black,Pulses,35.2,28.6,13.5,DAP
21.6,74.3,44.3,Red,Ground Nuts,14.8,15.2,28.0,17-17-17
24.1,78.9,28.4,Red,Ground Nuts,17.5,38.1,10.3,20-20
20.5,64.1,36.6,Red,Barley,9.9,21.6,32.2,Urea
27.7,68.5,50.8,Sandy,Sugarcane,7.3,26.3,13.5,20-20
37.9,66.1,49.3,Clayey,Tobacco,14.7,42.8,27.8,Urea
28.9,51.6,55.8,Clayey,Millets,23.3,6.2,39.1,28-28
37.6,79.4,62.5,Sandy,Pulses,32.4,34.6,9.2,DAP
23.7,56.9,51.6,Red,Paddy,21.8,13.3,14.7,10-26-26
21.1,78.6,25.9,Black,Sugarcane,5.4,16.8,39.4,17-17-17
36.5,62.5,44.3,Clayey,Cotton,15.0,30.2,10.3,20-20
32.3,44.1,30.3,Sandy,Wheat,23.5,12.9,15.3,10-26-26
30.3,67.2,38.6,Clayey,Millets,6.6,37.8,27.9,Urea
20.2,63.8,62.7,Clayey,Oil seeds,11.5,14.3,39.6,17-17-17
34.8,49.0,38.4,Sandy,Tobacco,9.5,9.9,31.3,17-17-17
35.5,60.6,46.4,Loamy,Pulses,6.1,7.3,32.3,17-17-17
27.3,59.8,63.6,Clayey,Millets,21.7,17.8,19.8,14-35-14
32.6,40.7,30.8,Sandy,Cotton,40.7,16.8,11.5,10-26-26
31.4,55.9,29.8,Loamy,Sugarcane,27.3,11.5,11.1,10-26-26
35.9,64.2,52.7,Sandy,Sugarcane,14.5,43.3,20.7,Urea
37.1,77.7,57.6,Black,Oil seeds,37.1,35.0,6.3,DAP
27.0,78.9,39.0,Sandy,Tobacco,41.7,8.5,22.3,17-17-17
20.9,44.8,32.7,Black,Ground Nuts,40.9,14.0,5.1,10-26-26
31.2,65.8,40.0,Clayey,Millets,6.8,11.3,38.0,17-17-17
24.5,46.7,54.4,Black,Pulses,33.5,16.0,17.6,10-26-26
35.8,58.4,50.0,Sandy,Ground Nuts,19.2,20.9,17.0,Urea
22.7,54.7,30.0,Loamy,Cotton,30.1,9.0,21.0,28-28
28.6,61.7,36.0,Loamy,Cotton,33.1,12.1,15.8,10-26-26
26.0,77.9,58.8,Clayey,Barley,44.6,7.8,37.3,28-28
31.9,79.2,50.1,Clayey,Wheat,14.1,30.2,28.2,Urea
33.6,79.3,56.0,Black,Wheat,12.2,8.3,33.3,17-17-17
27.8,60.7,28.9,Red,Millets,13.0,30.1,22.7,Urea
28.4,73.7,38.7,Red,Cotton,43.9,14.8,16.3,10-26-26
24.2,79.4,45.1,Black,Ground Nuts,10.8,9.4,32.6,17-17-17
29.6,58.1,26.5,Black,Pulses,12.8,14.9,25.3,17-17-17
37.2,65.8,64.3,Clayey,Pulses,27.8,30.1,9.7,DAP
36.1,62.4,36.7,Loamy,Barley,19.0,20.9,21.4,14-35-14
30.6,55.1,28.5,Sandy,Pulses,31.7,29.0,7.4,DAP
36.8,72.9,50.5,Sandy,Oil seeds,11.2,22.6,23.6,Urea
22.1,73.7,64.7,Red,Sugarcane,29.2,14.4,31.3,28-28
36.1,42.3,31.8,Black,Barley,18.5,16.5,20.5,14-35-14
35.7,42.1,56.3,Loamy,Paddy,12.8,38.0,27.9,Urea
36.8,54.7,52.4,Loamy,Wheat,5.0,42.3,33.1,Urea
25.1,61.5,32.1,Sandy,Cotton,42.7,10.9,15.6,10-26-26
30.1,40.1,39.6,Black,Pulses,17.1,16.5,18.3,14-35-14
36.7,42.2,59.6,Sandy,Oil seeds,32.8,14.7,35.5,28-28
25.1,63.6,64.7,Black,Oil seeds,42.0,12.0,33.4,28-28
23.8,56.2,38.4,Sandy,Cotton,28.6,5.4,39.0,28-28
35.8,51.9,64.9,Red,Cotton,43.9,7.2,43.5,28-28
29.6,49.0,35.4,Clayey,Oil seeds,35.3,9.9,16.9,10-26-26
29.3,58.6,60.3,Red,Millets,37.2,17.5,10.6,10-26-26
23.2,43.6,60.2,Sandy,Ground Nuts,42.4,12.3,13.6,10-26-26
21.3,63.8,25.5,Loamy,Cotton,17.2,27.6,8.3,20-20
25.7,65.1,55.5,Black,Maize,17.0,7.6,42.1,17-17-17
35.9,56.0,58.3,Black,Tobacco,8.2,8.2,24.4,17-17-17
34.7,44.2,33.9,Red,Cotton,12.1,23.7,14.2,20-20
35.5,77.4,56.4,Red,Oil seeds,36.3,12.1,30.8,28-28
37.9,69.5,25.7,Red,Oil seeds,14.4,12.3,35.4,17-17-17
24.0,77.7,52.9,Loamy,Paddy,16.5,10.3,28.1,17-17-17
20.7,41.9,36.4,Black,Wheat,20.0,15.7,15.1,14-35-14
26.5,46.2,28.0,Sandy,Ground Nuts,13.2,38.8,40.4,Urea
32.0,69.4,35.9,Loamy,Sugarcane,44.8,25.4,7.9,DAP
37.6,79.5,56.8,Sandy,Paddy,35.7,17.3,14.0,10-26-26
25.7,53.4,59.2,Sandy,Wheat,17.0,9.4,43.6,17-17-17
32.9,59.3,50.1,Loamy,Millets,8.3,37.3,16.8,20-20
25.3,54.9,29.1,Clayey,Sugarcane,17.0,26.5,15.5,DAP
22.5,70.8,61.5,Sandy,Wheat,13.7,11.4,40.6,17-17-17
32.6,41.4,55.5,Black,Tobacco,15.7,9.1,31.4,17-17-17
28.2,57.2,55.9,Clayey,Ground Nuts,32.0,12.2,7.5,28-28
37.0,43.0,26.7,Loamy,Ground Nuts,20.8,16.4,15.5,14-35-14
25.4,65.1,52.4,Loamy,Cotton,12.1,28.5,43.6,Urea
29.4,48.9,58.8,Loamy,Oil seeds,40.5,7.6,29.9,28-28
32.4,52.4,58.8,Red,Millets,7.5,26.7,11.6,20-20
23.7,70.5,34.7,Sandy,Barley,18.0,16.3,34.5,17-17-17
33.7,55.5,55.1,Clayey,Sugarcane,43.9,7.2,20.6,28-28
30.0,58.7,48.0,Black,Paddy,33.8,33.8,13.5,20-20
25.8,57.5,43.8,Clayey,Wheat,27.0,35.0,10.8,DAP
31.5,54.1,37.6,Clayey,Maize,5.5,26.3,5.9,20-20
24.4,40.8,34.8,Red,Maize,36.4,14.1,21.5,28-28
34.2,52.2,62.0,Black,Paddy,28.2,13.7,21.8,28-28
28.4,66.7,51.8,Black,Cotton,16.9,31.7,5.1,20-20
34.1,42.3,44.1,Sandy,Wheat,10.4,21.5,12.6,20-20
21.2,45.4,51.5,Clayey,Oil seeds,33.0,33.4,14.1,DAP
20.3,65.7,27.9,Red,Maize,20.2,30.6,13.0,DAP
25.1,65.0,41.4,Black,Tobacco,15.8,39.9,16.0,20-20
26.1,71.7,33.5,Black,Barley,10.7,20.3,13.4,20-20
32.6,47.0,63.9,Clayey,Paddy,12.8,20.5,24.1,Urea
21.4,45.6,48.0,Red,Cotton,35.1,29.8,12.7,DAP
37.5,50.8,53.1,Red,Maize,43.2,7.2,37.2,28-28
29.6,62.5,53.0,Loamy,Sugarcane,44.9,21.6,5.8,DAP
33.4,45.5,49.9,Loamy,Wheat,16.3,25.4,12.6,20-20
37.0,63.0,30.0,Sandy,Cotton,5.6,14.1,44.7,17-17-17
27.4,52.3,31.2,Red,Ground Nuts,41.0,8.1,21.6,28-28
22.9,60.3,25.5,Red,Oil seeds,9.7,27.8,11.2,20-20
30.1,72.3,32.6,Loamy,Barley,15.6,19.2,15.2,14-35-14
35.5,63.4,33.5,Red,Oil seeds,7.2,5.4,37.5,17-17-17
27.3,63.3,53.2,Red,Cotton,11.8,22.8,35.3,Urea
37.7,76.2,59.9,Sandy,Cotton,27.6,41.3,11.8,DAP
24.5,78.2,43.0,Sandy,Ground Nuts,23.2,36.2,9.4,DAP
21.7,69.6,57.0,Black,Wheat,38.1,9.0,5.1,10-26-26
27.2,73.4,40.6,Red,Millets,20.3,14.5,28.8,28-28
36.9,47.2,32.4,Sandy,Wheat,24.1,20.2,6.3,DAP
29.7,49.9,28.7,Clayey,Cotton,29.0,32.8,14.8,DAP
22.2,54.9,62.3,Sandy,Paddy,6.1,14.3,29.9,17-17-17
37.5,61.5,44.9,Red,Tobacco,13.5,34.8,5.3,20-20
29.9,63.8,33.3,Sandy,Oil seeds,25.2,16.0,12.9,10-26-26
25.3,76.5,54.7,Clayey,Ground Nuts,17.4,9.0,22.4,17-17-17
25.9,47.6,57.3,Sandy,Cotton,10.6,30.4,10.3,DAP
29.1,72.6,57.8,Loamy,Wheat,6.2,40.0,22.5,Urea
22.2,77.9,57.8,Sandy,Maize,12.9,44.7,13.0,20-20
33.6,49.3,31.7,Black,Ground Nuts,39.0,23.4,8.1,DAP
26.5,78.6,52.9,Red,Millets,10.1,42.6,44.2,Urea
36.3,56.2,34.2,Sandy,Paddy,11.6,32.5,36.6,Urea
32.3,40.9,27.2,Black,Barley,12.2,12.6,24.8,17-17-17
25.4,65.6,58.2,Black,Maize,45.0,33.9,6.9,Urea
32.3,77.5,33.5,Black,Tobacco,26.4,9.1,23.7,28-28
21.1,75.0,47.3,Clayey,Sugarcane,10.9,27.3,9.4,20-20
29.9,70.9,52.0,Red,Barley,27.4,5.7,33.2,28-28
21.4,62.2,50.6,Sandy,Ground Nuts,14.2,36.2,38.6,Urea
23.0,70.1,28.3,Loamy,Barley,34.1,13.4,33.8,28-28
20.1,60.8,33.7,Black,Pulses,38.6,15.8,15.9,10-26-26
22.7,65.2,25.6,Loamy,Ground Nuts,41.2,12.3,38.1,28-28
21.7,61.1,36.7,Red,Sugarcane,14.3,38.3,41.4,Urea
26.2,76.0,38.0,Clayey,Sugarcane,8.6,20.5,38.4,Urea
20.3,79.9,29.9,Loamy,Tobacco,11.3,12.9,39.8,17-17-17
22.9,71.1,37.0,Sandy,Sugarcane,25.3,16.4,17.0,10-26-26
28.7,54.4,38.0,Black,Millets,17.2,18.3,16.3,14-35-14
21.2,68.1,45.7,Loamy,Maize,32.4,42.6,5.9,DAP
35.7,55.1,60.2,Clayey,Paddy,19.8,15.9,15.2,14-35-14
31.4,66.5,54.9,Clayey,Barley,38.0,10.8,36.5,28-28
24.7,76.5,25.7,Sandy,Wheat,5.2,30.7,38.2,Urea
21.2,65.9,63.6,Clayey,Oil seeds,16.8,16.9,15.1,17-17-17
28.1,47.9,28.5,Black,Cotton,37.9,11.2,42.4,17-17-17
20.9,69.6,29.4,Sandy,Tobacco,17.4,14.6,39.5,17-17-17
32.5,50.5,62.0,Red,Ground Nuts,24.5,15.7,6.7,10-26-26
20.0,73.3,35.5,Sandy,Cotton,9.7,36.7,5.8,20-20
34.9,46.8,39.9,Red,Oil seeds,16.0,21.0,15.9,14-35-14
20.6,79.1,32.9,Clayey,Paddy,22.8,22.0,11.0,DAP
35.3,41.9,57.0,Loamy,Pulses,29.9,24.4,14.2,DAP
22.0,74.7,46.8,Sandy,Oil seeds,14.4,40.4,11.4,20-20
35.5,44.8,61.4,Clayey,Paddy,41.2,10.4,37.7,28-28
32.2,62.4,39.2,Black,Paddy,34.2,6.6,8.7,10-26-26
25.8,74.1,40.2,Loamy,Maize,38.7,6.8,6.5,10-26-26
31.1,64.3,33.5,Sandy,Ground Nuts,31.9,24.4,5.2,DAP
31.7,42.1,64.2,Black,Cotton,35.2,10.7,31.8,28-28
21.6,77.2,50.0,Sandy,Ground Nuts,24.6,23.3,5.2,DAP
31.3,65.9,48.3,Loamy,Oil seeds,11.1,21.4,35.1,14-35-14
30.0,66.2,60.8,Clayey,Barley,41.3,12.7,44.5,28-28
37.2,74.7,54.1,Clayey,Paddy,11.4,15.6,21.2,17-17-17
25.6,55.9,53.0,Clayey,Paddy,42.9,12.9,22.2,28-28
25.7,54.2,26.9,Sandy,Barley,20.4,22.4,6.9,DAP
35.2,62.8,50.3,Black,Cotton,24.7,10.2,40.7,28-28
36.4,73.8,54.3,Clayey,Ground Nuts,15.5,16.1,15.1,14-35-14
35.8,49.6,63.8,Clayey,Sugarcane,7.8,17.8,25.9,17-17-17
35.3,41.0,62.9,Red,Ground Nuts,38.0,11.5,22.1,28-28
23.9,70.3,28.5,Clayey,Oil seeds,32.2,44.2,12.5,DAP
22.9,53.7,31.4,Loamy,Barley,39.2,14.4,21.5,28-28
32.2,48.5,39.4,Red,Cotton,12.2,36.7,9.6,20-20
36.0,43.3,43.7,Red,Barley,39.4,37.6,13.2,DAP
31.9,40.5,32.2,Sandy,Millets,28.6,44.1,11.5,DAP
25.3,77.2,54.6,Loamy,Tobacco,27.1,11.7,17.6,10-26-26
36.1,53.9,59.4,Loamy,Ground Nuts,21.3,8.6,44.6,DAP
33.9,70.1,61.1,Loamy,Wheat,15.1,10.1,31.6,17-17-17
35.2,41.9,56.3,Sandy,Cotton,9.5,32.3,27.2,Urea
29.4,61.8,38.3,Red,Ground Nuts,11.6,30.0,13.4,20-20
36.4,68.3,26.8,Clayey,Cotton,17.6,12.1,44.7,17-17-17
28.3,53.3,51.3,Sandy,Pulses,7.9,20.7,22.6,Urea
27.1,62.1,36.7,Sandy,Sugarcane,15.7,15.3,16.8,10-26-26
30.1,70.0,32.8,Sandy,Cotton,29.2,41.0,12.8,DAP
21.1,54.6,63.2,Black,Cotton,12.7,17.7,33.2,17-17-17
38.0,71.0,41.2,Sandy,Sugarcane,32.4,10.8,14.2,10-26-26
20.2,60.8,64.4,Black,Sugarcane,33.1,20.6,8.5,DAP
36.5,79.9,62.8,Clayey,Millets,18.8,17.9,19.9,14-35-14
32.0,44.9,35.6,Black,Millets,40.9,33.5,5.3,DAP
36.7,68.1,41.6,Clayey,Paddy,16.5,7.1,30.7,17-17-17
21.9,40.1,37.6,Sandy,Maize,7.3,20.3,25.5,Urea
26.0,41.3,49.3,Sandy,Oil seeds,22.0,15.0,21.6,14-35-14
34.3,54.1,27.5,Sandy,Tobacco,11.6,33.1,28.0,Urea
33.5,49.8,37.9,Red,Cotton,27.7,12.8,29.1,28-28
37.5,67.7,41.3,Loamy,Ground Nuts,15.8,30.4,11.0,20-20
25.3,71.0,59.2,Sandy,Millets,30.5,21.5,10.3,DAP
20.8,41.2,49.5,Loamy,Sugarcane,27.6,6.4,38.6,28-28
33.0,60.6,29.5,Clayey,Barley,14.3,32.9,35.2,Urea
29.4,79.6,45.4,Sandy,Maize,22.9,14.0,12.8,10-26-26
28.4,43.9,43.7,Red,Oil seeds,22.0,14.6,37.1,28-28
22.7,61.3,47.7,Red,Cotton,10.7,13.5,35.7,17-17-17
32.6,74.5,32.2,Clayey,Paddy,43.8,13.6,21.5,28-28
31.9,69.4,27.9,Black,Millets,12.1,7.8,22.5,17-17-17
35.5,57.8,52.8,Black,Sugarcane,17.4,19.1,20.6,DAP
24.6,72.7,27.2,Loamy,Barley,37.5,38.3,14.3,DAP
33.5,57.7,31.0,Red,Sugarcane,12.2,21.9,31.5,Urea
25.3,42.0,61.1,Black,Cotton,13.9,37.9,27.0,Urea
20.0,67.5,55.7,Loamy,Cotton,20.2,15.8,20.9,14-35-14
34.7,70.9,38.9,Black,Millets,12.2,43.3,13.1,20-20
32.0,62.5,59.3,Red,Pulses,16.2,19.8,21.4,14-35-14
32.6,79.4,28.0,Loamy,Ground Nuts,30.7,35.8,13.1,DAP
37.4,58.2,56.4,Clayey,Millets,42.9,17.6,12.9,10-26-26
37.8,65.7,60.5,Clayey,Oil seeds,15.9,17.9,16.3,14-35-14
30.6,64.2,36.7,Sandy,Pulses,10.6,14.1,42.9,17-17-17
31.9,55.3,41.6,Clayey,Tobacco,13.9,14.6,25.9,17-17-17
34.0,55.0,55.6,Black,Maize,20.2,39.8,11.3,DAP
28.5,65.8,61.3,Sandy,Barley,34.2,12.5,14.2,10-26-26
20.7,55.0,47.6,Loamy,Sugarcane,7.7,44.0,31.0,Urea
33.4,56.8,44.4,Black,Cotton,40.1,10.2,27.4,28-28
29.5,71.9,63.7,Clayey,Wheat,21.4,37.0,14.9,DAP
37.0,68.5,45.9,Loamy,Maize,14.4,13.3,29.6,17-17-17
32.9,57.2,54.1,Loamy,Wheat,16.6,6.0,24.1,28-28
34.4,49.3,43.7,Black,Maize,8.7,17.0,34.6,17-17-17
27.7,63.5,43.4,Clayey,Sugarcane,14.3,37.2,8.6,20-20
34.2,74.2,61.8,Loamy,Maize,24.0,41.5,7.0,DAP
20.1,74.8,38.1,Sandy,Tobacco,8.4,41.2,31.2,10-26-26
36.1,64.7,46.1,Red,Cotton,18.1,18.4,21.4,14-35-14
29.2,56.7,56.6,Loamy,Oil seeds,12.8,12.7,26.7,17-17-17
31.0,68.8,37.5,Red,Wheat,14.4,6.1,40.3,17-17-17
26.8,42.5,45.9,Sandy,Paddy,14.3,29.3,24.3,Urea
28.0,72.1,62.1,Sandy,Pulses,21.7,20.9,20.7,14-35-14
20.3,78.2,56.1,Loamy,Maize,17.5,25.8,11.5,20-20
27.2,73.6,28.5,Red,Oil seeds,9.0,7.7,29.4,17-17-17
23.1,65.6,61.8,Clayey,Oil seeds,32.7,13.3,27.4,28-28
37.5,54.0,36.6,Red,Cotton,35.0,11.3,39.4,28-28
32.9,78.4,31.6,Clayey,Wheat,44.9,38.1,10.7,DAP
28.8,67.9,40.8,Red,Pulses,7.0,33.0,32.2,Urea
36.8,49.1,41.4,Loamy,Oil seeds,23.9,7.9,11.4,10-26-26
21.0,71.2,50.6,Red,Millets,28.5,6.7,21.2,28-28
36.8,59.1,38.6,Red,Wheat,38.5,29.3,9.1,DAP
27.8,76.9,52.7,Black,Ground Nuts,8.4,25.8,8.0,20-20
31.9,44.6,40.5,Sandy,Sugarcane,5.8,21.6,27.3,Urea
22.3,73.4,51.3,Black,Maize,21.6,27.0,10.8,DAP
29.4,59.2,37.6,Clayey,Sugarcane,14.4,42.0,38.6,Urea
21.1,69.6,54.1,Sandy,Paddy,43.7,38.6,5.5,DAP
31.4,54.0,55.8,Sandy,Tobacco,41.6,6.2,29.1,28-28
27.5,54.4,32.3,Clayey,Pulses,13.9,35.9,23.7,Urea
36.4,71.7,32.0,Red,Maize,12.1,43.1,26.9,Urea
34.1,43.4,48.3,Black,Maize,40.5,14.4,41.5,28-28
20.8,64.6,52.7,Red,Oil seeds,22.7,39.6,8.8,DAP
21.9,70.5,59.0,Red,Barley,34.7,20.4,12.0,DAP
29.9,66.0,57.5,Sandy,Barley,12.1,43.5,13.0,20-20
36.8,77.3,47.9,Clayey,Sugarcane,27.4,12.3,10.3,10-26-26
27.5,75.5,44.3,Loamy,Maize,40.6,16.1,14.4,10-26-26
27.0,44.6,58.7,Red,Pulses,16.1,20.0,20.3,14-35-14
23.7,73.9,36.3,Black,Cotton,39.8,38.3,8.8,DAP
26.2,73.7,26.4,Sandy,Ground Nuts,11.3,30.8,36.2,Urea
22.2,60.6,64.4,Loamy,Tobacco,19.6,18.3,16.4,14-35-14
37.6,47.8,50.5,Loamy,Cotton,34.4,5.2,11.5,10-26-26
36.2,73.1,32.0,Clayey,Ground Nuts,30.3,16.7,17.4,10-26-26
22.9,76.6,60.1,Black,Millets,19.6,15.2,16.8,14-35-14
22.5,57.6,36.3,Black,Barley,39.1,16.8,16.6,10-26-26
33.3,44.3,42.5,Red,Maize,12.6,15.1,44.7,17-17-17
36.6,70.2,52.0,Red,Tobacco,31.6,22.4,13.8,DAP
29.8,41.6,61.8,Clayey,Sugarcane,32.2,41.4,13.2,DAP
21.1,49.9,60.0,Red,Sugarcane,16.2,16.5,21.8,10-26-26
23.4,66.4,34.7,Black,Oil seeds,18.5,16.1,18.4,14-35-14
28.9,56.5,60.6,Sandy,Millets,6.5,35.6,44.4,Urea
20.8,61.5,34.4,Loamy,Paddy,27.5,36.3,10.5,DAP
21.4,61.1,56.6,Clayey,Barley,22.0,14.5,42.2,28-28
22.7,79.7,50.8,Loamy,Millets,34.2,14.4,32.9,28-28
31.6,43.7,25.8,Black,Millets,11.5,9.0,35.2,17-17-17
29.6,60.7,25.8,Sandy,Pulses,14.4,42.5,17.9,10-26-26
25.4,75.1,49.1,Black,Wheat,16.8,38.5,8.1,20-20
23.2,67.8,64.1,Loamy,Millets,38.7,8.8,27.1,28-28
35.3,70.9,48.6,Clayey,Barley,26.9,14.7,43.4,28-28
30.4,72.8,57.5,Red,Oil seeds,15.0,20.5,17.6,20-20
26.1,65.9,47.5,Sandy,Pulses,15.6,9.1,41.7,17-17-17
24.1,57.2,52.1,Loamy,Oil seeds,13.0,29.9,37.0,Urea
20.7,66.7,51.0,Sandy,Paddy,16.8,39.9,13.8,20-20
25.2,74.8,54.9,Red,Sugarcane,30.6,41.7,14.8,DAP
37.1,53.0,41.9,Red,Ground Nuts,8.6,42.1,26.2,Urea
31.2,66.6,56.3,Red,Ground Nuts,24.6,17.8,9.7,10-26-26
35.0,59.2,60.2,Red,Sugarcane,12.7,25.6,39.6,Urea
28.2,44.3,35.9,Sandy,Wheat,19.6,19.6,20.0,14-35-14
33.7,47.1,48.5,Red,Barley,12.4,35.3,35.3,Urea
26.0,68.0,61.6,Clayey,Millets,20.3,25.5,9.6,DAP
35.3,73.0,60.7,Red,Sugarcane,43.5,8.9,31.2,28-28
26.3,57.3,54.7,Clayey,Cotton,5.3,38.6,13.2,20-20
27.9,58.3,57.7,Loamy,Barley,33.7,14.8,12.2,17-17-17
20.7,41.1,28.3,Red,Maize,18.8,17.0,19.6,14-35-14
25.8,53.4,52.9,Red,Millets,31.8,34.8,12.7,DAP
21.6,71.1,47.5,Sandy,Ground Nuts,8.0,30.2,17.7,20-20
28.9,79.8,44.6,Loamy,Sugarcane,25.5,21.0,14.0,DAP
34.7,69.0,49.4,Red,Sugarcane,34.5,12.8,44.9,28-28
30.5,79.0,58.1,Red,Wheat,45.0,14.2,11.5,10-26-26
33.9,40.0,45.2,Black,Cotton,19.7,17.5,16.9,14-35-14
36.9,49.6,28.8,Red,Barley,17.3,15.4,19.8,14-35-14
35.4,72.7,64.4,Loamy,Barley,14.7,30.0,6.7,20-20
25.7,44.7,43.2,Clayey,Cotton,14.4,5.3,25.3,17-17-17
37.5,48.9,51.6,Clayey,Wheat,18.6,20.1,21.0,10-26-26
21.4,48.4,37.5,Clayey,Tobacco,10.1,44.6,31.4,Urea
33.4,67.3,59.0,Clayey,Pulses,25.4,42.0,6.7,DAP
26.2,78.8,56.2,Black,Maize,27.1,30.1,9.9,DAP
26.4,51.2,52.0,Loamy,Millets,20.8,18.0,16.8,14-35-14
36.2,58.2,32.9,Red,Paddy,24.0,15.2,18.0,10-26-26
35.8,69.9,60.8,Red,Cotton,17.0,6.0,43.2,17-17-17
32.9,69.4,64.9,Clayey,Sugarcane,8.7,33.9,29.6,Urea
23.5,49.9,33.9,Loamy,Wheat,5.7,6.0,42.7,17-17-17
24.4,50.2,28.8,Loamy,Pulses,12.1,34.5,9.4,20-20
32.7,73.1,38.9,Loamy,Tobacco,11.1,7.0,27.4,17-17-17
28.3,48.8,54.5,Sandy,Barley,15.0,19.7,21.1,14-35-14
21.8,66.6,49.5,Black,Paddy,31.8,10.2,8.2,10-26-26
25.9,70.8,61.7,Sandy,Millets,14.1,14.8,39.9,17-17-17
37.7,40.3,50.4,Red,Wheat,38.5,13.4,42.9,28-28
37.0,61.5,25.3,Clayey,Wheat,20.3,10.2,10.9,10-26-26
36.5,54.4,59.2,Black,Sugarcane,42.6,31.2,12.6,DAP
32.7,53.1,29.1,Black,Cotton,26.6,13.3,8.4,10-26-26
37.2,67.4,62.1,Clayey,Wheat,9.2,30.4,16.0,20-20
36.3,58.1,25.4,Red,Ground Nuts,39.8,13.0,27.1,28-28
29.3,67.4,61.6,Sandy,Sugarcane,17.1,18.1,20.6,14-35-14
22.9,43.8,43.9,Sandy,Ground Nuts,6.4,31.8,36.3,Urea
29.1,76.3,31.4,Red,Sugarcane,7.0,38.7,17.2,20-20
31.2,73.9,34.9,Clayey,Oil seeds,8.8,29.9,39.5,Urea
31.8,43.7,54.4,Clayey,Pulses,15.7,21.1,21.8,14-35-14
31.3,72.8,60.5,Red,Tobacco,26.5,24.9,9.1,DAP
30.0,68.6,26.2,Clayey,Wheat,12.8,28.9,35.2,Urea
31.7,49.4,30.8,Red,Sugarcane,35.7,8.3,31.3,28-28
25.5,44.3,46.9,Red,Wheat,15.9,19.3,18.0,14-35-14
32.2,67.8,54.2,Red,Maize,36.3,12.2,22.4,28-28
37.9,67.7,52.5,Clayey,Paddy,32.9,12.8,41.7,28-28
31.0,43.2,54.1,Black,Paddy,19.6,20.3,17.1,14-35-14
24.3,67.4,36.8,Red,Ground Nuts,20.2,22.8,11.6,28-28
36.7,78.8,34.4,Sandy,Maize,12.9,42.5,28.8,Urea
21.3,56.3,38.5,Black,Oil seeds,19.2,21.6,21.8,14-35-14
27.7,68.9,58.2,Black,Barley,42.5,27.6,8.2,DAP
27.8,46.8,44.8,Red,Tobacco,36.6,16.4,5.9,10-26-26
36.9,64.7,60.3,Loamy,Pulses,10.3,9.2,39.9,17-17-17
30.5,52.1,50.5,Sandy,Pulses,7.8,35.8,9.4,20-20
35.3,55.5,46.4,Red,Cotton,11.2,27.3,7.8,20-20
25.1,42.5,37.2,Clayey,Cotton,15.2,34.7,5.6,20-20
21.9,72.6,49.9,Loamy,Oil seeds,13.4,33.5,30.1,Urea
21.1,63.9,53.7,Red,Ground Nuts,44.4,12.1,40.2,28-28
33.7,69.2,57.8,Loamy,Barley,42.6,22.6,13.0,DAP
24.5,42.3,41.0,Sandy,Wheat,5.0,36.8,23.2,Urea
22.0,54.0,28.3,Clayey,Cotton,7.4,38.9,41.6,Urea
29.4,47.4,36.3,Clayey,Sugarcane,32.9,17.0,8.9,10-26-26
27.7,77.6,64.7,Loamy,Millets,7.1,8.3,27.2,17-17-17
34.1,57.3,33.1,Black,Cotton,36.3,23.1,7.8,DAP
24.0,55.2,55.5,Loamy,Paddy,37.8,20.2,6.4,DAP
24.0,50.9,30.9,Loamy,Wheat,20.5,15.6,19.0,14-35-14
36.0,78.6,33.1,Sandy,Paddy,8.2,33.5,41.0,Urea
28.6,60.5,41.0,Sandy,Ground Nuts,43.2,14.0,12.6,10-26-26
22.5,54.3,61.2,Sandy,Millets,34.2,12.1,11.7,10-26-26
26.0,65.2,27.7,Loamy,Paddy,23.6,13.8,33.7,28-28
22.6,67.0,40.6,Sandy,Sugarcane,14.4,32.5,11.6,20-20
30.7,70.4,49.3,Loamy,Wheat,8.8,43.7,39.7,Urea
30.4,43.5,39.4,Sandy,Wheat,12.3,32.8,40.9,Urea
20.3,58.6,61.1,Sandy,Tobacco,14.2,10.9,20.8,17-17-17
28.3,66.8,35.2,Black,Ground Nuts,13.5,29.9,15.8,20-20
34.2,68.9,39.4,Loamy,Paddy,13.6,41.6,25.4,Urea
37.1,43.0,46.5,Clayey,Ground Nuts,36.2,9.7,15.0,10-26-26
23.2,48.2,25.5,Sandy,Barley,28.8,11.3,22.3,28-28
36.1,73.6,35.1,Clayey,Pulses,23.4,7.4,12.1,17-17-17
35.1,55.8,61.0,Black,Sugarcane,26.5,32.6,13.9,DAP
35.6,63.0,33.9,Clayey,Maize,30.1,10.8,15.2,10-26-26
29.6,57.2,53.1,Loamy,Tobacco,17.4,21.6,16.2,14-35-14
25.7,72.0,53.6,Loamy,Maize,39.8,14.0,43.4,28-28
23.0,65.1,55.9,Sandy,Cotton,26.8,13.3,38.5,28-28
25.6,67.3,37.2,Loamy,Sugarcane,38.5,9.2,31.6,28-28
22.9,47.1,28.1,Black,Millets,5.9,10.9,41.2,17-17-17
